30259.0,50579.0,167171.0,66621.0,10831.0,238089.0,15291.0,330594.0
29223.0,53960.0,155959.0,39973.0,5259.0,207324.0,15744.0,167074.0
31933.0,51442.0,164458.0,47589.0,734.0,202832.0,12260.0,163509.0
29522.0,54300.0,152228.0,34024.0,5796.0,132586.0,6100.0,108537.0
30701.0,48503.0,161119.0,62457.0,5260.0,280431.0,13648.0,259021.0
30628.0,55005.0,159608.0,73476.0,18709.0,144290.0,7187.0,257029.0
32191.0,51705.0,153606.0,47201.0,0.0,276239.0,26803.0,334287.0
30168.0,44717.0,158533.0,49331.0,14361.0,189721.0,13054.0,264236.0
29659.0,51576.0,165265.0,47166.0,3107.0,82847.0,5732.0,137797.0
29331.0,45911.0,167264.0,48060.0,2311.0,215328.0,9992.0,149730.0
29958.0,50480.0,157022.0,45824.0,856.0,187340.0,12108.0,241766.0
31323.0,54804.0,155012.0,52877.0,20434.0,112963.0,11848.0,281268.0
28534.0,54957.0,159500.0,50622.0,10879.0,64684.0,5277.0,170039.0
30591.0,51806.0,157824.0,42746.0,2378.0,273552.0,15486.0,140266.0
29313.0,52466.0,160628.0,66189.0,18844.0,218986.0,17980.0,266042.0
30050.0,50309.0,158749.0,74149.0,8986.0,292138.0,20092.0,314407.0
28162.0,47206.0,163897.0,60847.0,13668.0,212795.0,10386.0,196647.0
33070.0,58696.0,154462.0,49824.0,6310.0,115283.0,1997.0,148178.0
30514.0,48566.0,157768.0,46804.0,1329.0,170973.0,10178.0,127808.0
29763.0,50485.0,159820.0,41069.0,15473.0,105217.0,9596.0,129774.0
30135.0,48998.0,152163.0,55123.0,6179.0,251612.0,26285.0,322602.0
32260.0,56704.0,156436.0,49712.0,11127.0,177520.0,19064.0,273023.0
29313.0,53372.0,164914.0,56306.0,17788.0,200639.0,17372.0,379385.0
29552.0,47148.0,169477.0,39405.0,6422.0,132463.0,6397.0,171530.0
34152.0,52237.0,152201.0,47346.0,7731.0,180682.0,13812.0,198876.0
31653.0,46931.0,156510.0,45940.0,0.0,303953.0,23367.0,326649.0
29806.0,50771.0,156983.0,39045.0,8930.0,123874.0,2577.0,244572.0
31138.0,51590.0,159371.0,45060.0,339.0,183645.0,11196.0,130397.0
29552.0,44996.0,169429.0,49758.0,441.0,205757.0,15561.0,149303.0
30597.0,54871.0,163617.0,51714.0,13624.0,137468.0,14005.0,282758.0
